,Unnamed: 0,STN,YYYYMMDD,HH,DD,FH,FF,FX,T,T10N,Q,DR,RH,VV,M,R,S,O,Y,datetime_str,datetime,block_hour,weather_category_hour,n_disruptions
38071,39726,348,20240710,07,160,4.0,50,7.0,19.5,,102,0,0,61,0,0,0,0,0,2024071007,2024-07-10 07:00:00,2024-07-10 07:00:00,Neutral hour,0.0
38072,39727,348,20240710,08,170,5.0,50,8.0,19.9,,79,0,0,65,0,0,0,0,0,2024071008,2024-07-10 08:00:00,2024-07-10 08:00:00,Neutral hour,0.0
38073,39728,348,20240710,09,190,5.0,60,8.0,21.2,,100,4,7,70,0,1,0,0,0,2024071009,2024-07-10 09:00:00,2024-07-10 09:00:00,Other hour,0.0
38074,39729,348,20240710,10,210,6.0,60,10.0,21.4,,170,0,0,75,0,0,0,0,0,2024071010,2024-07-10 10:00:00,2024-07-10 10:00:00,Other hour,0.0
38075,39730,348,20240710,11,250,6.0,70,10.0,20.8,,157,2,1,70,0,1,0,0,0,2024071011,2024-07-10 11:00:00,2024-07-10 11:00:00,Other hour,0.0
38076,39731,348,20240710,12,250,8.0,70,11.0,20.5,186.0,198,0,-1,80,0,1,0,0,0,2024071012,2024-07-10 12:00:00,2024-07-10 12:00:00,Other hour,1.0
38077,39732,348,20240710,13,250,6.0,70,10.0,21.1,,201,0,0,80,0,0,0,0,0,2024071013,2024-07-10 13:00:00,2024-07-10 13:00:00,Other hour,0.0
38078,39733,348,20240710,14,240,6.0,60,10.0,22.0,,242,0,0,80,0,0,0,0,0,2024071014,2024-07-10 14:00:00,2024-07-10 14:00:00,Other hour,0.0
38079,39734,348,20240710,15,250,6.0,70,10.0,22.2,,227,0,0,80,0,0,0,0,0,2024071015,2024-07-10 15:00:00,2024-07-10 15:00:00,Other hour,0.0
38080,39735,348,20240710,16,240,7.0,70,11.0,21.4,,182,0,0,80,0,0,0,0,0,2024071016,2024-07-10 16:00:00,2024-07-10 16:00:00,Other hour,0.0
38081,39736,348,20240710,17,250,7.0,70,10.0,21.1,,155,0,0,80,0,0,0,0,0,2024071017,2024-07-10 17:00:00,2024-07-10 17:00:00,Other hour,0.0
38082,39737,348,20240710,18,250,7.0,70,11.0,20.2,202.0,100,0,0,80,0,0,0,0,0,2024071018,2024-07-10 18:00:00,2024-07-10 18:00:00,Other hour,0.0
38083,39738,348,20240710,19,230,5.0,50,10.0,18.7,,35,0,0,75,0,0,0,0,0,2024071019,2024-07-10 19:00:00,2024-07-10 19:00:00,Neutral hour,0.0
38084,39739,348,20240710,20,240,3.0,30,6.0,17.0,,9,0,0,70,0,0,0,0,0,2024071020,2024-07-10 20:00:00,2024-07-10 20:00:00,Neutral hour,0.0
38085,39740,348,20240710,21,200,3.0,30,4.0,15.2,,0,0,0,70,0,0,0,0,0,2024071021,2024-07-10 21:00:00,2024-07-10 21:00:00,Neutral hour,0.0
38086,39741,348,20240710,22,190,2.0,20,3.0,14.3,,0,0,0,65,0,0,0,0,0,2024071022,2024-07-10 22:00:00,2024-07-10 22:00:00,Neutral hour,0.0
38093,39749,348,20240711,06,220,4.0,50,8.0,15.9,119.0,61,0,0,69,0,0,0,0,0,2024071106,2024-07-11 06:00:00,2024-07-11 06:00:00,Neutral hour,0.0
38094,39750,348,20240711,07,230,6.0,50,8.0,16.5,,92,0,0,70,0,0,0,0,0,2024071107,2024-07-11 07:00:00,2024-07-11 07:00:00,Neutral hour,0.0
38095,39751,348,20240711,08,220,5.0,60,8.0,18.1,,170,0,0,75,0,0,0,0,0,2024071108,2024-07-11 08:00:00,2024-07-11 08:00:00,Other hour,0.0
38096,39752,348,20240711,09,210,6.0,60,8.0,19.1,,206,0,0,80,0,0,0,0,0,2024071109,2024-07-11 09:00:00,2024-07-11 09:00:00,Other hour,0.0
38097,39753,348,20240711,10,250,6.0,50,9.0,18.1,,118,0,0,75,0,0,0,0,0,2024071110,2024-07-11 10:00:00,2024-07-11 10:00:00,Neutral hour,0.0
38098,39754,348,20240711,11,260,5.0,50,8.0,19.0,,112,0,0,80,0,0,0,0,0,2024071111,2024-07-11 11:00:00,2024-07-11 11:00:00,Neutral hour,0.0
38099,39755,348,20240711,12,260,5.0,40,8.0,19.5,159.0,255,0,0,80,0,0,0,0,0,2024071112,2024-07-11 12:00:00,2024-07-11 12:00:00,Other hour,0.0
38100,39756,348,20240711,13,270,4.0,40,7.0,19.5,,180,0,0,80,0,0,0,0,0,2024071113,2024-07-11 13:00:00,2024-07-11 13:00:00,Other hour,0.0
38101,39757,348,20240711,14,300,3.0,30,7.0,19.3,,150,0,0,80,0,0,0,0,0,2024071114,2024-07-11 14:00:00,2024-07-11 14:00:00,Neutral hour,0.0
38102,39758,348,20240711,15,290,3.0,20,7.0,19.7,,188,0,0,80,0,0,0,0,0,2024071115,2024-07-11 15:00:00,2024-07-11 15:00:00,Other hour,0.0
38103,39759,348,20240711,16,300,3.0,30,5.0,20.2,,162,0,0,80,0,0,0,0,0,2024071116,2024-07-11 16:00:00,2024-07-11 16:00:00,Other hour,0.0
38104,39760,348,20240711,17,310,3.0,30,5.0,19.3,,94,0,0,80,0,0,0,0,0,2024071117,2024-07-11 17:00:00,2024-07-11 17:00:00,Neutral hour,1.0
38105,39761,348,20240711,18,320,3.0,30,5.0,18.7,177.0,71,0,0,80,0,0,0,0,0,2024071118,2024-07-11 18:00:00,2024-07-11 18:00:00,Neutral hour,0.0
38106,39762,348,20240711,19,330,4.0,40,6.0,17.3,,43,0,0,75,0,0,0,0,0,2024071119,2024-07-11 19:00:00,2024-07-11 19:00:00,Neutral hour,0.0
38107,39763,348,20240711,20,320,3.0,30,5.0,15.7,,6,0,0,70,0,0,0,0,0,2024071120,2024-07-11 20:00:00,2024-07-11 20:00:00,Neutral hour,0.0
38108,39764,348,20240711,21,330,2.0,20,3.0,14.6,,0,0,0,70,0,0,0,0,0,2024071121,2024-07-11 21:00:00,2024-07-11 21:00:00,Neutral hour,0.0
38109,39765,348,20240711,22,360,2.0,20,3.0,14.7,,0,0,0,70,0,0,0,0,0,2024071122,2024-07-11 22:00:00,2024-07-11 22:00:00,Neutral hour,0.0
38116,39773,348,20240712,06,20,4.0,40,7.0,15.1,136.0,15,0,0,65,0,0,0,0,0,2024071206,2024-07-12 06:00:00,2024-07-12 06:00:00,Neutral hour,0.0
38117,39774,348,20240712,07,20,4.0,40,7.0,14.8,,10,5,4,64,0,1,0,0,0,2024071207,2024-07-12 07:00:00,2024-07-12 07:00:00,Other hour,0.0
38118,39775,348,20240712,08,20,4.0,40,7.0,14.7,,17,10,25,62,0,1,0,0,0,2024071208,2024-07-12 08:00:00,2024-07-12 08:00:00,Other hour,0.0
38119,39776,348,20240712,09,360,3.0,30,7.0,14.8,,23,10,25,10,0,1,0,0,0,2024071209,2024-07-12 09:00:00,2024-07-12 09:00:00,Other hour,1.0
38120,39777,348,20240712,10,350,4.0,50,7.0,14.4,,20,10,36,59,0,1,0,0,0,2024071210,2024-07-12 10:00:00,2024-07-12 10:00:00,Other hour,0.0
38121,39778,348,20240712,11,350,6.0,60,9.0,13.6,,19,10,57,58,0,1,0,0,0,2024071211,2024-07-12 11:00:00,2024-07-12 11:00:00,Other hour,0.0
38122,39779,348,20240712,12,340,6.0,70,10.0,14.1,135.0,47,10,29,65,0,1,0,0,0,2024071212,2024-07-12 12:00:00,2024-07-12 12:00:00,Other hour,0.0
38123,39780,348,20240712,13,330,6.0,70,10.0,14.2,,57,0,-1,70,0,1,0,0,0,2024071213,2024-07-12 13:00:00,2024-07-12 13:00:00,Other hour,0.0
38124,39781,348,20240712,14,330,6.0,70,9.0,15.1,,111,0,0,70,0,0,0,0,0,2024071214,2024-07-12 14:00:00,2024-07-12 14:00:00,Neutral hour,0.0
38125,39782,348,20240712,15,310,5.0,50,9.0,15.3,,112,0,-1,70,0,1,0,0,0,2024071215,2024-07-12 15:00:00,2024-07-12 15:00:00,Other hour,0.0
38126,39783,348,20240712,16,310,5.0,50,8.0,15.7,,65,0,0,75,0,0,0,0,0,2024071216,2024-07-12 16:00:00,2024-07-12 16:00:00,Neutral hour,1.0
38127,39784,348,20240712,17,330,5.0,40,8.0,14.0,,44,2,5,59,0,1,0,0,0,2024071217,2024-07-12 17:00:00,2024-07-12 17:00:00,Other hour,0.0
38128,39785,348,20240712,18,290,3.0,40,6.0,14.3,140.0,33,1,7,59,0,1,0,0,0,2024071218,2024-07-12 18:00:00,2024-07-12 18:00:00,Other hour,1.0
38129,39786,348,20240712,19,270,4.0,30,7.0,14.4,,16,3,4,65,0,1,0,0,0,2024071219,2024-07-12 19:00:00,2024-07-12 19:00:00,Other hour,0.0
38130,39787,348,20240712,20,270,3.0,30,6.0,14.3,,4,0,0,65,0,0,0,0,0,2024071220,2024-07-12 20:00:00,2024-07-12 20:00:00,Neutral hour,0.0
38131,39788,348,20240712,21,250,3.0,40,5.0,14.3,,0,0,0,65,0,0,0,0,0,2024071221,2024-07-12 21:00:00,2024-07-12 21:00:00,Neutral hour,0.0
38132,39789,348,20240712,22,240,3.0,30,5.0,14.1,,0,0,0,65,0,0,0,0,0,2024071222,2024-07-12 22:00:00,2024-07-12 22:00:00,Neutral hour,0.0
38139,39797,348,20240713,06,240,4.0,50,6.0,14.8,136.0,27,0,0,65,0,0,0,0,0,2024071306,2024-07-13 06:00:00,2024-07-13 06:00:00,Neutral hour,0.0
38140,39798,348,20240713,07,260,5.0,50,7.0,14.4,,48,7,14,59,0,1,0,0,0,2024071307,2024-07-13 07:00:00,2024-07-13 07:00:00,Other hour,0.0
38141,39799,348,20240713,08,260,5.0,70,10.0,15.8,,77,1,1,70,0,1,0,0,0,2024071308,2024-07-13 08:00:00,2024-07-13 08:00:00,Other hour,0.0
38142,39800,348,20240713,09,250,6.0,70,10.0,15.7,,119,0,0,70,0,0,0,0,0,2024071309,2024-07-13 09:00:00,2024-07-13 09:00:00,Neutral hour,0.0
38143,39801,348,20240713,10,260,7.0,60,11.0,14.6,,115,1,2,70,0,1,0,0,0,2024071310,2024-07-13 10:00:00,2024-07-13 10:00:00,Other hour,1.0
38144,39802,348,20240713,11,250,8.0,80,12.0,15.9,,163,3,1,70,0,1,0,0,0,2024071311,2024-07-13 11:00:00,2024-07-13 11:00:00,Other hour,0.0
38145,39803,348,20240713,12,280,7.0,60,11.0,15.5,146.0,127,0,-1,70,0,1,0,0,0,2024071312,2024-07-13 12:00:00,2024-07-13 12:00:00,Other hour,0.0
38146,39804,348,20240713,13,250,7.0,70,10.0,16.1,,74,0,-1,75,0,1,0,0,0,2024071313,2024-07-13 13:00:00,2024-07-13 13:00:00,Other hour,0.0
38147,39805,348,20240713,14,250,7.0,70,10.0,16.3,,92,0,0,75,0,0,0,0,0,2024071314,2024-07-13 14:00:00,2024-07-13 14:00:00,Other hour,0.0
38148,39806,348,20240713,15,260,6.0,50,10.0,15.9,,86,0,0,75,0,0,0,0,0,2024071315,2024-07-13 15:00:00,2024-07-13 15:00:00,Neutral hour,0.0
38149,39807,348,20240713,16,240,5.0,60,8.0,15.8,,63,0,0,75,0,0,0,0,0,2024071316,2024-07-13 16:00:00,2024-07-13 16:00:00,Neutral hour,0.0
38150,39808,348,20240713,17,240,6.0,60,9.0,15.9,,67,0,0,75,0,0,0,0,0,2024071317,2024-07-13 17:00:00,2024-07-13 17:00:00,Neutral hour,0.0
38151,39809,348,20240713,18,240,6.0,50,9.0,15.6,151.0,78,0,0,75,0,0,0,0,0,2024071318,2024-07-13 18:00:00,2024-07-13 18:00:00,Neutral hour,0.0
38152,39810,348,20240713,19,240,5.0,40,8.0,14.8,,28,0,0,75,0,0,0,0,0,2024071319,2024-07-13 19:00:00,2024-07-13 19:00:00,Neutral hour,0.0
38153,39811,348,20240713,20,220,3.0,30,6.0,13.2,,8,0,0,70,0,0,0,0,0,2024071320,2024-07-13 20:00:00,2024-07-13 20:00:00,Neutral hour,0.0
38154,39812,348,20240713,21,200,3.0,30,4.0,11.9,,0,0,0,65,0,0,0,0,0,2024071321,2024-07-13 21:00:00,2024-07-13 21:00:00,Neutral hour,0.0
38155,39813,348,20240713,22,200,3.0,30,4.0,11.8,,0,0,0,70,0,0,0,0,0,2024071322,2024-07-13 22:00:00,2024-07-13 22:00:00,Neutral hour,0.0
38162,39821,348,20240714,06,200,4.0,50,7.0,14.6,101.0,66,0,0,63,0,0,0,0,0,2024071406,2024-07-14 06:00:00,2024-07-14 06:00:00,Neutral hour,0.0
38163,39822,348,20240714,07,210,5.0,40,7.0,16.5,,126,0,0,63,0,0,0,0,0,2024071407,2024-07-14 07:00:00,2024-07-14 07:00:00,Neutral hour,0.0
38164,39823,348,20240714,08,210,6.0,70,9.0,17.3,,173,0,0,69,0,0,0,0,0,2024071408,2024-07-14 08:00:00,2024-07-14 08:00:00,Other hour,0.0
38165,39824,348,20240714,09,230,7.0,70,10.0,18.4,,206,0,0,75,0,0,0,0,0,2024071409,2024-07-14 09:00:00,2024-07-14 09:00:00,Other hour,0.0
38166,39825,348,20240714,10,210,8.0,80,11.0,19.4,,274,0,0,80,0,0,0,0,0,2024071410,2024-07-14 10:00:00,2024-07-14 10:00:00,Other hour,1.0
38167,39826,348,20240714,11,230,8.0,80,11.0,19.7,,310,0,0,80,0,0,0,0,0,2024071411,2024-07-14 11:00:00,2024-07-14 11:00:00,Other hour,0.0
38168,39827,348,20240714,12,250,7.0,70,10.0,20.0,144.0,184,0,-1,80,0,1,0,0,0,2024071412,2024-07-14 12:00:00,2024-07-14 12:00:00,Other hour,0.0
38169,39828,348,20240714,13,240,7.0,80,11.0,20.6,,289,0,0,81,0,0,0,0,0,2024071413,2024-07-14 13:00:00,2024-07-14 13:00:00,Other hour,0.0
38170,39829,348,20240714,14,240,7.0,80,11.0,19.9,,254,0,0,81,0,0,0,0,0,2024071414,2024-07-14 14:00:00,2024-07-14 14:00:00,Other hour,0.0
38171,39830,348,20240714,15,240,7.0,60,11.0,20.6,,199,0,0,83,0,0,0,0,0,2024071415,2024-07-14 15:00:00,2024-07-14 15:00:00,Other hour,0.0
38172,39831,348,20240714,16,240,7.0,70,11.0,20.3,,160,0,0,82,0,0,0,0,0,2024071416,2024-07-14 16:00:00,2024-07-14 16:00:00,Other hour,0.0
38173,39832,348,20240714,17,250,7.0,60,10.0,19.5,,114,0,0,83,0,0,0,0,0,2024071417,2024-07-14 17:00:00,2024-07-14 17:00:00,Other hour,0.0
38174,39833,348,20240714,18,240,5.0,60,9.0,18.8,176.0,61,0,0,83,0,0,0,0,0,2024071418,2024-07-14 18:00:00,2024-07-14 18:00:00,Neutral hour,0.0
38175,39834,348,20240714,19,220,6.0,40,9.0,17.0,,34,0,0,75,0,0,0,0,0,2024071419,2024-07-14 19:00:00,2024-07-14 19:00:00,Neutral hour,0.0
38176,39835,348,20240714,20,220,4.0,30,5.0,15.1,,7,0,0,75,0,0,0,0,0,2024071420,2024-07-14 20:00:00,2024-07-14 20:00:00,Neutral hour,0.0
38177,39836,348,20240714,21,220,3.0,30,4.0,13.2,,0,0,0,70,0,0,0,0,0,2024071421,2024-07-14 21:00:00,2024-07-14 21:00:00,Neutral hour,0.0
38178,39837,348,20240714,22,190,2.0,20,3.0,13.4,,0,0,0,70,0,0,0,0,0,2024071422,2024-07-14 22:00:00,2024-07-14 22:00:00,Neutral hour,0.0
38185,39845,348,20240715,06,140,1.0,10,3.0,16.1,100.0,66,0,0,70,0,0,0,0,0,2024071506,2024-07-15 06:00:00,2024-07-15 06:00:00,Neutral hour,0.0
38186,39846,348,20240715,07,150,1.0,10,2.0,18.8,,121,0,0,75,0,0,0,0,0,2024071507,2024-07-15 07:00:00,2024-07-15 07:00:00,Neutral hour,0.0
38187,39847,348,20240715,08,160,2.0,20,3.0,20.5,,175,0,0,75,0,0,0,0,0,2024071508,2024-07-15 08:00:00,2024-07-15 08:00:00,Other hour,0.0
38188,39848,348,20240715,09,190,2.0,30,4.0,21.5,,221,0,0,80,0,0,0,0,0,2024071509,2024-07-15 09:00:00,2024-07-15 09:00:00,Other hour,0.0
38189,39849,348,20240715,10,190,3.0,30,6.0,22.3,,251,0,0,82,0,0,0,0,0,2024071510,2024-07-15 10:00:00,2024-07-15 10:00:00,Other hour,0.0
38190,39850,348,20240715,11,160,3.0,30,5.0,23.1,,243,0,0,78,0,0,0,0,0,2024071511,2024-07-15 11:00:00,2024-07-15 11:00:00,Other hour,0.0
38191,39851,348,20240715,12,160,3.0,30,5.0,24.0,165.0,291,0,0,82,0,0,0,0,0,2024071512,2024-07-15 12:00:00,2024-07-15 12:00:00,Other hour,0.0
38192,39852,348,20240715,13,110,3.0,30,8.0,24.2,,287,0,0,81,0,0,0,0,0,2024071513,2024-07-15 13:00:00,2024-07-15 13:00:00,Other hour,0.0
38193,39853,348,20240715,14,100,3.0,40,7.0,23.7,,221,0,0,82,0,0,0,0,0,2024071514,2024-07-15 14:00:00,2024-07-15 14:00:00,Other hour,0.0
38194,39854,348,20240715,15,100,4.0,40,7.0,23.5,,155,0,0,82,0,0,0,0,0,2024071515,2024-07-15 15:00:00,2024-07-15 15:00:00,Other hour,0.0
38195,39855,348,20240715,16,100,3.0,30,5.0,23.5,,88,0,0,83,0,0,0,0,0,2024071516,2024-07-15 16:00:00,2024-07-15 16:00:00,Other hour,0.0
38196,39856,348,20240715,17,80,2.0,20,3.0,23.0,,30,0,0,83,0,0,0,0,0,2024071517,2024-07-15 17:00:00,2024-07-15 17:00:00,Other hour,0.0
38197,39857,348,20240715,18,90,2.0,20,3.0,21.3,199.0,12,0,-1,79,0,1,0,0,0,2024071518,2024-07-15 18:00:00,2024-07-15 18:00:00,Other hour,0.0
38198,39858,348,20240715,19,20,2.0,20,3.0,20.3,,4,7,1,75,0,1,0,0,0,2024071519,2024-07-15 19:00:00,2024-07-15 19:00:00,Other hour,0.0
38199,39859,348,20240715,20,360,2.0,20,3.0,19.5,,1,0,-1,70,0,1,0,0,0,2024071520,2024-07-15 20:00:00,2024-07-15 20:00:00,Other hour,0.0
38200,39860,348,20240715,21,70,3.0,20,5.0,19.0,,0,7,6,70,0,1,0,0,0,2024071521,2024-07-15 21:00:00,2024-07-15 21:00:00,Other hour,0.0
38201,39861,348,20240715,22,30,3.0,20,6.0,18.2,,0,6,12,70,0,1,0,0,0,2024071522,2024-07-15 22:00:00,2024-07-15 22:00:00,Other hour,0.0
38208,39869,348,20240716,06,220,7.0,60,12.0,16.5,149.0,35,0,0,70,0,0,0,0,0,2024071606,2024-07-16 06:00:00,2024-07-16 06:00:00,Other hour,0.0
38209,39870,348,20240716,07,220,7.0,70,11.0,17.7,,98,0,0,70,0,0,0,0,0,2024071607,2024-07-16 07:00:00,2024-07-16 07:00:00,Other hour,0.0
38210,39871,348,20240716,08,210,7.0,70,11.0,18.5,,142,0,0,75,0,0,0,0,0,2024071608,2024-07-16 08:00:00,2024-07-16 08:00:00,Other hour,0.0
38211,39872,348,20240716,09,210,5.0,40,10.0,19.0,,109,0,0,75,0,0,0,0,0,2024071609,2024-07-16 09:00:00,2024-07-16 09:00:00,Neutral hour,0.0
38212,39873,348,20240716,10,220,6.0,70,11.0,20.7,,119,0,-1,75,0,1,0,0,0,2024071610,2024-07-16 10:00:00,2024-07-16 10:00:00,Other hour,0.0
38213,39874,348,20240716,11,200,8.0,70,12.0,20.8,,197,0,0,80,0,0,0,0,0,2024071611,2024-07-16 11:00:00,2024-07-16 11:00:00,Other hour,0.0
38214,39875,348,20240716,12,230,8.0,60,12.0,17.6,160.0,143,2,12,64,0,1,0,0,0,2024071612,2024-07-16 12:00:00,2024-07-16 12:00:00,Other hour,0.0
38215,39876,348,20240716,13,210,6.0,50,12.0,16.8,,87,8,9,70,0,1,0,1,0,2024071613,2024-07-16 13:00:00,2024-07-16 13:00:00,Other hour,0.0
38216,39877,348,20240716,14,220,6.0,80,11.0,19.5,,202,0,-1,75,0,1,0,0,0,2024071614,2024-07-16 14:00:00,2024-07-16 14:00:00,Other hour,0.0
38217,39878,348,20240716,15,230,7.0,70,11.0,18.1,,118,1,1,67,0,1,0,0,0,2024071615,2024-07-16 15:00:00,2024-07-16 15:00:00,Other hour,0.0
38218,39879,348,20240716,16,220,6.0,60,10.0,17.7,,72,9,24,70,0,1,0,0,0,2024071616,2024-07-16 16:00:00,2024-07-16 16:00:00,Other hour,0.0
38219,39880,348,20240716,17,220,6.0,60,9.0,17.7,,65,0,-1,70,0,1,0,0,0,2024071617,2024-07-16 17:00:00,2024-07-16 17:00:00,Other hour,0.0
38220,39881,348,20240716,18,240,7.0,80,13.0,18.5,153.0,74,0,0,75,0,0,0,0,0,2024071618,2024-07-16 18:00:00,2024-07-16 18:00:00,Other hour,0.0
38221,39882,348,20240716,19,250,7.0,70,12.0,17.8,,30,0,0,70,0,0,0,0,0,2024071619,2024-07-16 19:00:00,2024-07-16 19:00:00,Other hour,0.0
38222,39883,348,20240716,20,230,6.0,60,10.0,17.7,,3,0,0,70,0,0,0,0,0,2024071620,2024-07-16 20:00:00,2024-07-16 20:00:00,Neutral hour,0.0
38223,39884,348,20240716,21,230,6.0,50,9.0,17.2,,0,3,6,65,0,1,0,0,0,2024071621,2024-07-16 21:00:00,2024-07-16 21:00:00,Other hour,0.0
38224,39885,348,20240716,22,250,5.0,40,8.0,17.2,,0,0,-1,67,0,1,0,0,0,2024071622,2024-07-16 22:00:00,2024-07-16 22:00:00,Other hour,0.0
38231,39893,348,20240717,06,270,2.0,20,3.0,16.8,138.0,28,0,0,70,0,0,0,0,0,2024071706,2024-07-17 06:00:00,2024-07-17 06:00:00,Neutral hour,0.0
38232,39894,348,20240717,07,260,2.0,30,4.0,17.6,,82,0,0,70,0,0,0,0,0,2024071707,2024-07-17 07:00:00,2024-07-17 07:00:00,Neutral hour,0.0
38233,39895,348,20240717,08,250,3.0,20,4.0,18.5,,139,0,0,75,0,0,0,0,0,2024071708,2024-07-17 08:00:00,2024-07-17 08:00:00,Neutral hour,0.0
38234,39896,348,20240717,09,260,3.0,30,5.0,19.1,,137,0,0,75,0,0,0,0,0,2024071709,2024-07-17 09:00:00,2024-07-17 09:00:00,Neutral hour,0.0
38235,39897,348,20240717,10,270,3.0,30,4.0,19.2,,134,0,0,75,0,0,0,0,0,2024071710,2024-07-17 10:00:00,2024-07-17 10:00:00,Neutral hour,0.0
38236,39898,348,20240717,11,270,3.0,30,5.0,20.3,,153,0,0,75,0,0,0,0,0,2024071711,2024-07-17 11:00:00,2024-07-17 11:00:00,Other hour,0.0
38237,39899,348,20240717,12,270,4.0,50,8.0,21.6,169.0,275,0,0,80,0,0,0,0,0,2024071712,2024-07-17 12:00:00,2024-07-17 12:00:00,Other hour,0.0
38238,39900,348,20240717,13,270,5.0,50,8.0,22.0,,237,0,0,75,0,0,0,0,0,2024071713,2024-07-17 13:00:00,2024-07-17 13:00:00,Other hour,0.0
38239,39901,348,20240717,14,270,6.0,60,9.0,21.7,,281,0,0,80,0,0,0,0,0,2024071714,2024-07-17 14:00:00,2024-07-17 14:00:00,Other hour,0.0
38240,39902,348,20240717,15,290,5.0,50,9.0,21.3,,254,0,0,81,0,0,0,0,0,2024071715,2024-07-17 15:00:00,2024-07-17 15:00:00,Other hour,0.0
38241,39903,348,20240717,16,290,4.0,40,7.0,21.2,,203,0,0,80,0,0,0,0,0,2024071716,2024-07-17 16:00:00,2024-07-17 16:00:00,Other hour,0.0
38242,39904,348,20240717,17,310,4.0,30,6.0,21.1,,151,0,0,81,0,0,0,0,0,2024071717,2024-07-17 17:00:00,2024-07-17 17:00:00,Other hour,0.0
38243,39905,348,20240717,18,310,3.0,20,5.0,20.2,204.0,94,0,0,80,0,0,0,0,0,2024071718,2024-07-17 18:00:00,2024-07-17 18:00:00,Neutral hour,0.0
38244,39906,348,20240717,19,350,3.0,20,4.0,18.5,,42,0,0,75,0,0,0,0,0,2024071719,2024-07-17 19:00:00,2024-07-17 19:00:00,Neutral hour,0.0
38245,39907,348,20240717,20,360,2.0,10,3.0,16.6,,5,0,0,70,0,0,0,0,0,2024071720,2024-07-17 20:00:00,2024-07-17 20:00:00,Neutral hour,0.0
38246,39908,348,20240717,21,20,1.0,10,2.0,15.1,,0,0,0,6,1,0,0,0,0,2024071721,2024-07-17 21:00:00,2024-07-17 21:00:00,Neutral hour,0.0
38247,39909,348,20240717,22,50,1.0,10,2.0,14.6,,0,0,0,62,1,0,0,0,0,2024071722,2024-07-17 22:00:00,2024-07-17 22:00:00,Neutral hour,0.0
38254,39917,348,20240718,06,80,2.0,20,3.0,16.4,111.0,60,0,0,58,0,0,0,0,0,2024071806,2024-07-18 06:00:00,2024-07-18 06:00:00,Neutral hour,0.0
38255,39918,348,20240718,07,0,1.0,0,2.0,19.1,,106,0,0,63,0,0,0,0,0,2024071807,2024-07-18 07:00:00,2024-07-18 07:00:00,Neutral hour,0.0
38256,39919,348,20240718,08,100,1.0,20,2.0,19.3,,144,0,0,69,0,0,0,0,0,2024071808,2024-07-18 08:00:00,2024-07-18 08:00:00,Neutral hour,0.0
38257,39920,348,20240718,09,990,1.0,10,3.0,21.7,,216,0,0,71,0,0,0,0,0,2024071809,2024-07-18 09:00:00,2024-07-18 09:00:00,Other hour,0.0
38258,39921,348,20240718,10,990,2.0,10,2.0,23.2,,260,0,0,72,0,0,0,0,0,2024071810,2024-07-18 10:00:00,2024-07-18 10:00:00,Other hour,0.0
38259,39922,348,20240718,11,990,1.0,10,3.0,24.1,,285,0,0,80,0,0,0,0,0,2024071811,2024-07-18 11:00:00,2024-07-18 11:00:00,Other hour,0.0
38260,39923,348,20240718,12,280,2.0,10,4.0,24.6,169.0,300,0,0,81,0,0,0,0,0,2024071812,2024-07-18 12:00:00,2024-07-18 12:00:00,Other hour,0.0
38261,39924,348,20240718,13,990,1.0,10,4.0,25.7,,302,0,0,74,0,0,0,0,0,2024071813,2024-07-18 13:00:00,2024-07-18 13:00:00,Other hour,0.0
38262,39925,348,20240718,14,990,1.0,10,3.0,26.1,,256,0,0,80,0,0,0,0,0,2024071814,2024-07-18 14:00:00,2024-07-18 14:00:00,Other hour,0.0
38263,39926,348,20240718,15,990,2.0,10,4.0,26.1,,231,0,0,81,0,0,0,0,0,2024071815,2024-07-18 15:00:00,2024-07-18 15:00:00,Other hour,0.0
38264,39927,348,20240718,16,90,2.0,20,5.0,26.0,,179,0,0,82,0,0,0,0,0,2024071816,2024-07-18 16:00:00,2024-07-18 16:00:00,Other hour,1.0
38265,39928,348,20240718,17,90,2.0,20,4.0,26.0,,140,0,0,82,0,0,0,0,0,2024071817,2024-07-18 17:00:00,2024-07-18 17:00:00,Other hour,0.0
38266,39929,348,20240718,18,10,2.0,30,5.0,24.9,229.0,85,0,0,82,0,0,0,0,0,2024071818,2024-07-18 18:00:00,2024-07-18 18:00:00,Other hour,0.0
38267,39930,348,20240718,19,30,3.0,30,6.0,23.0,,37,0,0,80,0,0,0,0,0,2024071819,2024-07-18 19:00:00,2024-07-18 19:00:00,Other hour,0.0
38268,39931,348,20240718,20,30,3.0,30,5.0,21.5,,7,0,0,75,0,0,0,0,0,2024071820,2024-07-18 20:00:00,2024-07-18 20:00:00,Neutral hour,0.0
38269,39932,348,20240718,21,40,3.0,30,4.0,20.5,,0,0,0,75,0,0,0,0,0,2024071821,2024-07-18 21:00:00,2024-07-18 21:00:00,Neutral hour,0.0
38270,39933,348,20240718,22,50,2.0,30,4.0,20.0,,0,0,0,75,0,0,0,0,0,2024071822,2024-07-18 22:00:00,2024-07-18 22:00:00,Neutral hour,0.0
38277,39941,348,20240719,06,130,3.0,20,4.0,19.8,167.0,23,0,0,74,0,0,0,0,0,2024071906,2024-07-19 06:00:00,2024-07-19 06:00:00,Neutral hour,1.0
